layer_type,stack,thickness,layer_points,xmesh_coeff,EA,IP,E0,Et,Nc,Nv,Ncat,Nani,c_max,a_max,mu_n,mu_p,mu_c,mu_a,epp,g0,B,taun,taup,sn_l,sn_r,sp_l,sp_r,Phi_left,Phi_right,OM,xmesh_type,side,N_ionic_species
active,PMPbI,2.70E-07,270,1,-3.58,-6.23,-4.53,-4.905,1.00E+19,1.00E+19,1.00E+18,1.00E+18,1.21E+22,1.21E+22,1.00E+01,1.00E+01,1.00E-12,1.00E-12,5.80E+00,2.64E+21,3.60E-12,1.00E-07,1.00E-07,1.00E+07,1.00E+07,1.00E+07,1.00E+07,-4.70E+00,-4.30E+00,1.00E+00,5.00E+00,1.00E+00,2.00E+00
