layer_type,stack,thickness,layer_points,xmesh_coeff,EA,IP,E0,Et,Nc,Nv,Ncat,Nani,c_max,a_max,mu_n,mu_p,mu_c,mu_a,epp,g0,B,taun,taup,sn_l,sn_r,sp_l,sp_r,Phi_left,Phi_right,OM,xmesh_type,side,N_ionic_species
active,single,5.00E-05,500,0.6,-3.8,-6.2,-5,-5,1.00E+18,1.00E+18,1.00E+17,1.00E+17,1.00E+22,1.00E+22,1.00E+00,1.00E+00,1.00E-09,1.00E-09,2.00E+01,2.00E+21,1.00E-10,1.00E-07,1.00E-07,1.00E+07,1.00E+07,1.00E+07,1.00E+07,-5.01E+00,-4.99E+00,1.00E+00,5.00E+00,1.00E+00,2.00E+00
